term,mean_tfidf_high,mean_tfidf_moderate,mean_tfidf_limited,mean_tfidf_low,term_type
ai drive,0.003295,0.006845,0.0,0.0,bigram
vulnerability management,0.003295,0.005791,0.0,0.0,bigram
applies,0.003295,0.011129,0.0,0.0,unigram
ai enhanced,0.003295,0.005889,0.0,0.0,bigram
albeit,0.003295,0.006866,0.0,0.0,unigram
ai strategic,0.003295,0.005889,0.0,0.0,bigram
aimed,0.003295,0.0,0.006097,0.0,unigram
analyses,0.003295,0.005889,0.0,0.0,unigram
related processes,0.003295,0.011129,0.0,0.0,bigram
regimes,0.003295,0.005889,0.0,0.0,unigram
reducing complexity,0.003295,0.0,0.006097,0.0,bigram
regions,0.003295,0.006866,0.0,0.0,unigram
avoid,0.003295,0.0,0.008277,0.0,unigram
automation business,0.003295,0.0,0.0,0.063859,bigram
brands,0.003295,0.0,0.008141,0.0,unigram
audit process,0.003295,0.0,0.006097,0.0,bigram
applicants,0.003295,0.00997,0.0,0.0,unigram
authorities,0.003295,0.0,0.007864,0.0,unigram
prohibiting,0.003295,0.0,0.007864,0.0,unigram
promotion,0.003295,0.005889,0.0,0.0,unigram
prove,0.003295,0.0,0.006097,0.0,unigram
regulatory landscape,0.003295,0.011129,0.0,0.0,bigram
report governance,0.003295,0.0,0.007864,0.0,bigram
requirements group,0.003295,0.005889,0.0,0.0,bigram
component,0.003295,0.0,0.006097,0.0,unigram
compliance risks,0.003295,0.011129,0.0,0.0,bigram
perception,0.003295,0.0,0.006097,0.0,unigram
partnership carbon,0.003295,0.0,0.009504,0.0,bigram
company including,0.003295,0.006866,0.0,0.0,bigram
competition markets,0.003295,0.0,0.006097,0.0,bigram
poor,0.003295,0.005889,0.0,0.0,unigram
selected,0.003295,0.0,0.008141,0.0,unigram
circumstances group,0.003295,0.006866,0.0,0.0,bigram
pcaf,0.003295,0.0,0.009504,0.0,unigram
phased,0.003295,0.0,0.006097,0.0,unigram
challenges group,0.003295,0.005791,0.0,0.0,bigram
upskill,0.003295,0.005791,0.0,0.0,unigram
product service,0.003295,0.011129,0.0,0.0,bigram
board oversight,0.003295,0.00997,0.0,0.0,bigram
protection regulation,0.003295,0.006866,0.0,0.0,bigram
cause,0.003295,0.005889,0.0,0.0,unigram
business activities,0.003295,0.0,0.008919,0.0,bigram
bring greater,0.003295,0.0,0.009504,0.0,bigram
cessation,0.003295,0.006845,0.0,0.0,unigram
security risks,0.003295,0.005889,0.0,0.0,bigram
privacy regulatory,0.003295,0.006866,0.0,0.0,bigram
prioritises,0.003295,0.0,0.007864,0.0,unigram
capabilities enhance,0.003295,0.011129,0.0,0.0,bigram
underpinning,0.003295,0.011129,0.0,0.0,unigram
cash access,0.003295,0.0,0.0,0.037716,bigram
position make,0.003295,0.0,0.006097,0.0,bigram
poses,0.003295,0.006845,0.0,0.0,unigram
presentations,0.003295,0.0,0.007864,0.0,unigram
prepare,0.003295,0.005889,0.0,0.0,unigram
capital allocation,0.003295,0.012358,0.0,0.0,bigram
prohibited,0.003295,0.005791,0.0,0.0,unigram
pervasive,0.003295,0.005791,0.0,0.0,unigram
unauthorised,0.003295,0.005791,0.0,0.0,unigram
cio,0.003295,0.005791,0.0,0.0,unigram
cial,0.003295,0.0,0.0,0.037716,unigram
uncertain,0.003295,0.0,0.008141,0.0,unigram
deepening,0.003295,0.006866,0.0,0.0,unigram
dealing,0.003295,0.0,0.009504,0.0,unigram
tool used,0.003295,0.006845,0.0,0.0,bigram
multi step,0.003295,0.006845,0.0,0.0,bigram
deliver value,0.003295,0.011129,0.0,0.0,bigram
new continue,0.003295,0.005889,0.0,0.0,bigram
networks,0.003295,0.0,0.0,0.037716,unigram
numerous,0.003295,0.0,0.006097,0.0,unigram
nps,0.003295,0.006866,0.0,0.0,unigram
ongoing investment,0.003295,0.005889,0.0,0.0,bigram
data used,0.003295,0.011625,0.0,0.0,bigram
creditworthiness,0.003295,0.006866,0.0,0.0,unigram
customer client,0.003295,0.006866,0.0,0.0,bigram
data breaches,0.003295,0.005889,0.0,0.0,bigram
crypto,0.003295,0.0,0.015101,0.0,unigram
trained,0.003295,0.00997,0.0,0.0,unigram
consideration fraudulent,0.003295,0.006866,0.0,0.0,bigram
continually,0.003295,0.006866,0.0,0.0,unigram
conducts,0.003295,0.006866,0.0,0.0,unigram
continues focus,0.003295,0.011129,0.0,0.0,bigram
operational model,0.003295,0.0,0.007864,0.0,bigram
opportunity risk,0.003295,0.0,0.015958,0.0,bigram
organisational,0.003295,0.0,0.0,0.090002,unigram
outsourcing,0.003295,0.011589,0.0,0.0,unigram
owners,0.003295,0.005889,0.0,0.0,unigram
oversight strategic,0.003295,0.005889,0.0,0.0,bigram
committee undertakes,0.003295,0.0,0.006097,0.0,bigram
agreements,0.003295,0.005791,0.0,0.0,unigram
wi,0.003295,0.0,0.008277,0.0,unigram
invest technology,0.003295,0.005889,0.0,0.0,bigram
internal fraud,0.003295,0.005889,0.0,0.0,bigram
general data,0.003295,0.011625,0.0,0.0,bigram
forensic,0.003295,0.006866,0.0,0.0,unigram
subsequent,0.003295,0.005889,0.0,0.0,unigram
framework ai,0.003295,0.005889,0.0,0.0,bigram
group impact,0.003295,0.006845,0.0,0.0,bigram
systems data,0.003295,0.005889,0.0,0.0,bigram
ensuring compliance,0.003295,0.005791,0.0,0.0,bigram
exploit,0.003295,0.006845,0.0,0.0,unigram
evolving technologies,0.003295,0.006866,0.0,0.0,bigram
exco,0.003295,0.0,0.009504,0.0,unigram
sustainability disclosure,0.003295,0.0,0.008141,0.0,bigram
europe,0.003295,0.009806,0.0,0.0,unigram
failures,0.003295,0.012358,0.0,0.0,unigram
local,0.003295,0.006845,0.0,0.0,unigram
specialists assist,0.003295,0.006866,0.0,0.0,bigram
later,0.003295,0.005889,0.0,0.0,unigram
le,0.003295,0.0,0.006097,0.0,unigram
launched dedicated,0.003295,0.005791,0.0,0.0,bigram
focus automation,0.003295,0.011129,0.0,0.0,bigram
financial risk,0.003295,0.006845,0.0,0.0,bigram
supply chains,0.003295,0.01382,0.0,0.0,bigram
financials,0.003295,0.0,0.009504,0.0,unigram
factor,0.003295,0.005791,0.0,0.0,unigram
deeply,0.003295,0.005791,0.0,0.0,unigram
did,0.003295,0.005889,0.0,0.0,unigram
thinking,0.003295,0.0,0.006097,0.0,unigram
tested,0.003295,0.0,0.008277,0.0,unigram
designed protect,0.003295,0.0,0.009504,0.0,bigram
malicious use,0.003295,0.005791,0.0,0.0,bigram
sir john,0.003295,0.0,0.006097,0.0,bigram
small businesses,0.003295,0.012358,0.0,0.0,bigram
definition,0.003295,0.005889,0.0,0.0,unigram
model outputs,0.003295,0.005889,0.0,0.0,bigram
meaning,0.003295,0.006866,0.0,0.0,unigram
simplify automate,0.003295,0.0,0.008141,0.0,bigram
members group,0.003295,0.005791,0.0,0.0,bigram
discussions circumstances,0.003295,0.006866,0.0,0.0,bigram
disclosed,0.003295,0.0,0.009504,0.0,unigram
discussions involved,0.003295,0.006866,0.0,0.0,bigram
driven fraud,0.003295,0.006866,0.0,0.0,bigram
markets remain,0.003295,0.0,0.006097,0.0,bigram
technology estate,0.003295,0.0,0.006097,0.0,bigram
digitisation ai,0.003295,0.0,0.008141,0.0,bigram
digital view,0.003295,0.005889,0.0,0.0,bigram
effort,0.003295,0.005791,0.0,0.0,unigram
emerging threats,0.003295,0.006866,0.0,0.0,bigram
management steering,0.003295,0.005889,0.0,0.0,bigram
small medium,0.003295,0.006845,0.0,0.0,bigram
management position,0.003295,0.0,0.006097,0.0,bigram
management oversight,0.003295,0.006845,0.0,0.0,bigram
sir,0.003295,0.0,0.006097,0.0,unigram
exclusive,0.003295,0.009806,0.0,0.0,unigram
enterprise risk,0.003295,0.00997,0.0,0.0,bigram
estimates judgements,0.003295,0.0,0.006097,0.0,bigram
taxes,0.003295,0.005889,0.0,0.0,unigram
estimate,0.003295,0.0,0.008277,0.0,unigram
targets set,0.003295,0.0,0.009504,0.0,bigram
low risk,0.003295,0.009806,0.0,0.0,bigram
software group,0.003295,0.006866,0.0,0.0,bigram
technological change,0.003295,0.0,0.008141,0.0,bigram
included consideration,0.003295,0.0,0.008141,0.0,bigram
inappropriate accounting,0.003295,0.0,0.006097,0.0,bigram
agreement,0.003295,0.005791,0.0,0.0,unigram
ai continues,0.003295,0.006845,0.0,0.0,bigram
accounting entries,0.003295,0.0,0.006097,0.0,bigram
identifying fraud,0.003295,0.006866,0.0,0.0,bigram
introduced ai,0.003295,0.006866,0.0,0.0,bigram
growth underpinning,0.003295,0.011129,0.0,0.0,bigram
instant access,0.003295,0.006866,0.0,0.0,bigram
global markets,0.003295,0.005791,0.0,0.0,bigram
healthcare,0.003295,0.011625,0.0,0.0,unigram
forensic specialists,0.003295,0.006866,0.0,0.0,bigram
intentional,0.003295,0.011129,0.0,0.0,unigram
sup,0.003295,0.0,0.006097,0.0,unigram
invaluable,0.003295,0.0,0.008277,0.0,unigram
intuitive digital,0.003295,0.0,0.006097,0.0,bigram
support ai,0.003295,0.005889,0.0,0.0,bigram
failure meet,0.003295,0.0,0.009504,0.0,bigram
combination,0.00322,0.009679,0.01315,0.0,unigram
ai improve,0.00322,0.012875,0.013046,0.0,bigram
fund,0.00322,0.017373,0.02859,0.0,unigram
ai business,0.00322,0.01819,0.004662,0.0,bigram
ai including,0.003105,0.011509,0.0,0.0,bigram
actual,0.003105,0.015044,0.0,0.0,unigram
allows,0.003105,0.019999,0.0,0.0,unigram
responded,0.003105,0.006195,0.005501,0.0,unigram
remuneration report,0.003105,0.0,0.022976,0.0,bigram
annum,0.003105,0.0,0.0144,0.088807,unigram
vs,0.003105,0.027252,0.0,0.0,unigram
robotics,0.003105,0.0,0.008576,0.062492,unigram
adequacy,0.003105,0.006176,0.008048,0.0,unigram
read,0.003105,0.008848,0.014355,0.0,unigram
philosophy,0.003105,0.010043,0.01452,0.0,unigram
phishing,0.003105,0.006176,0.007469,0.0,unigram
underway,0.003105,0.0,0.020021,0.0,unigram
presents,0.003105,0.006176,0.0144,0.0,unigram
potential ai,0.003105,0.01149,0.0,0.0,bigram
prevent,0.003105,0.006195,0.007469,0.0,unigram
sensitive,0.003105,0.005226,0.008048,0.0,unigram
senior management,0.003105,0.0,0.020485,0.0,bigram
automation use,0.003105,0.005226,0.007469,0.0,bigram
basis points,0.003105,0.006195,0.008576,0.0,bigram
progression,0.003105,0.016238,0.0,0.0,unigram
promoting,0.003105,0.016238,0.0,0.0,unigram
upgrades,0.003105,0.010043,0.012014,0.0,unigram
calculated,0.003105,0.015683,0.0,0.0,unigram
reduce costs,0.003105,0.006195,0.007096,0.0,bigram
owned,0.003105,0.015771,0.0,0.0,unigram
effectiveness review,0.003105,0.017327,0.0,0.0,bigram
directors remuneration,0.003105,0.0,0.015671,0.0,bigram
delivers,0.003105,0.014162,0.0,0.0,unigram
methods,0.003105,0.0,0.008048,0.034033,unigram
minority,0.003105,0.0,0.01666,0.0,unigram
movements,0.003105,0.0,0.01297,0.0,unigram
new entrants,0.003105,0.006195,0.009315,0.0,bigram
controls risk,0.003105,0.0,0.01297,0.0,bigram
ethnic,0.003105,0.0,0.01666,0.0,unigram
look,0.003105,0.011509,0.0,0.0,unigram
investing automation,0.003105,0.010043,0.007096,0.0,bigram
interface,0.003105,0.011509,0.0,0.0,unigram
governed,0.003105,0.005226,0.005501,0.0,unigram
guardrails,0.003105,0.010539,0.0,0.0,unigram
including data,0.003105,0.010043,0.011545,0.0,bigram
risk scenarios,0.003105,0.006176,0.008048,0.0,bigram
streamline,0.003,0.009767,0.01701,0.0,unigram
allocation,0.002973,0.017327,0.0,0.0,unigram
risk operational,0.002973,0.008997,0.005501,0.0,bigram
running,0.002973,0.011421,0.0,0.0,unigram
attract,0.002973,0.011509,0.0,0.0,unigram
assist,0.002973,0.006195,0.007096,0.0,unigram
volumes,0.002973,0.016219,0.0,0.0,unigram
increases,0.002973,0.005226,0.008048,0.0,unigram
projected,0.002973,0.015024,0.0,0.0,unigram
profitability,0.002973,0.023137,0.0,0.0,unigram
usd,0.002973,0.005226,0.007096,0.0,unigram
product offerings,0.002973,0.0,0.007346,0.062492,bigram
improve efficiency,0.002973,0.010043,0.007346,0.0,bigram
combined,0.002973,0.015683,0.0,0.0,unigram
capital markets,0.002973,0.010539,0.0,0.0,bigram
compliant,0.002973,0.005226,0.007096,0.0,unigram
month,0.002973,0.006195,0.007469,0.0,unigram
group strategy,0.002973,0.005226,0.007346,0.0,bigram
efficiency customer,0.002973,0.01149,0.0,0.0,bigram
conversion,0.002973,0.010043,0.008048,0.0,unigram
criminals,0.002973,0.006195,0.007469,0.0,unigram
personal information,0.002973,0.006195,0.007469,0.0,bigram
public,0.002973,0.006195,0.008576,0.0,unigram
routine,0.002973,0.005314,0.007346,0.0,unigram
risks continued,0.002973,0.015192,0.0,0.0,bigram
group operates,0.002973,0.015268,0.0,0.0,bigram
group engagement,0.002973,0.0,0.007346,0.034033,bigram
environmental,0.002973,0.005314,0.007096,0.0,unigram
societal,0.002973,0.006176,0.0144,0.0,unigram
smes,0.002973,0.013865,0.0,0.034033,unigram
make better,0.002973,0.005226,0.007469,0.0,bigram
fraudulent,0.002973,0.013002,0.007346,0.0,unigram
fraud detection,0.002973,0.01049,0.007096,0.0,bigram
intuitive,0.002973,0.005314,0.005501,0.0,unigram
specialists,0.002973,0.011509,0.0,0.0,unigram
ty,0.002844,0.004787,0.013342,0.0,unigram
using automation,0.002844,0.011333,0.011584,0.0,bigram
influence,0.002844,0.010445,0.00504,0.0,unigram
scope,0.002844,0.004787,0.011394,0.031176,unigram
internal audit,0.002844,0.004867,0.011769,0.0,bigram
invest automation,0.002844,0.0092,0.012895,0.0,bigram
gender,0.002844,0.0,0.018912,0.0,unigram
deferred,0.002844,0.018368,0.007856,0.0,unigram
disciplined,0.002844,0.019234,0.0,0.0,unigram
dashboard,0.002844,0.009655,0.007856,0.0,unigram
ai creates,0.002724,0.010543,0.006842,0.0,bigram
benefits ai,0.002724,0.018288,0.013191,0.0,bigram
care,0.002724,0.010543,0.006729,0.0,unigram
production,0.002724,0.019644,0.0,0.0,unigram
instant,0.002724,0.010543,0.006842,0.0,unigram
coaching,0.002724,0.022022,0.0,0.0,unigram
streamlined,0.002724,0.010525,0.007856,0.0,unigram
technology infrastructure,0.002724,0.005675,0.013872,0.0,bigram
challenging,0.002724,0.013899,0.0065,0.0,unigram
ensure fairness,0.002724,0.004787,0.013872,0.0,bigram
membership,0.002631,0.018109,0.00682,0.0,unigram
implementing,0.002631,0.004503,0.019822,0.0,unigram
card,0.002631,0.015996,0.006329,0.028842,unigram
continue invest,0.00252,0.016135,0.010992,0.0,bigram
bias accounting,0.00252,0.0,0.016901,0.028842,bigram
talent,0.002451,0.024728,0.006353,0.0,unigram
expanding,0.002451,0.025673,0.0,0.049336,unigram
knowledge,0.002451,0.008321,0.011955,0.026868,unigram
fy,0.002347,0.010265,0.048121,0.045492,unigram
customer service,0.002347,0.010233,0.022515,0.0,bigram
agenda available,0.0,0.012657,0.0,0.0,bigram
ai enabler,0.0,0.011129,0.008141,0.0,bigram
rest,0.0,0.01168,0.0,0.0,unigram
routine tasks,0.0,0.005889,0.008141,0.0,bigram
risk override,0.0,0.005314,0.014442,0.0,bigram
risk considerations,0.0,0.01168,0.0,0.0,bigram
year launched,0.0,0.006176,0.014814,0.0,bigram
year including,0.0,0.006866,0.009504,0.0,bigram
year directors,0.0,0.0,0.025462,0.0,bigram
ye,0.0,0.006866,0.0,0.037716,unigram
accountability,0.0,0.005791,0.015101,0.0,unigram
according,0.0,0.0,0.0156,0.0,unigram
identities,0.0,0.011625,0.008919,0.0,unigram
icara,0.0,0.0,0.018422,0.0,unigram
strategic initiatives,0.0,0.012657,0.0,0.0,bigram
straight,0.0,0.025688,0.0,0.0,unigram
stories,0.0,0.012733,0.0,0.0,unigram
risk product,0.0,0.005889,0.008277,0.0,bigram
won,0.0,0.017416,0.0,0.0,unigram
activities processes,0.0,0.0,0.017781,0.0,bigram
advisor,0.0,0.012636,0.0,0.0,unigram
ai brings,0.0,0.012636,0.0,0.0,bigram
ai controls,0.0,0.005889,0.008919,0.0,bigram
risk oversight,0.0,0.005791,0.006097,0.0,bigram
strong progress,0.0,0.01665,0.0,0.0,bigram
global ai,0.0,0.006866,0.008141,0.0,bigram
geopolitical risks,0.0,0.005889,0.006097,0.0,bigram
good progress,0.0,0.01149,0.012014,0.0,bigram
glossary,0.0,0.006866,0.009504,0.0,unigram
greater automation,0.0,0.005658,0.014585,0.087036,bigram
gratitude,0.0,0.01168,0.0,0.0,unigram
governance risk,0.0,0.008997,0.014077,0.0,bigram
growth driven,0.0,0.021551,0.0,0.0,bigram
succession,0.0,0.012636,0.0,0.0,unigram
successfully delivered,0.0,0.006845,0.0,0.069255,bigram
subject matter,0.0,0.0,0.01706,0.0,bigram
frc,0.0,0.005889,0.009504,0.0,unigram
fund ai,0.0,0.006845,0.006097,0.0,bigram
fuel,0.0,0.015762,0.0,0.0,unigram
risk potential,0.0,0.012754,0.0,0.0,bigram
invested ai,0.0,0.0,0.016141,0.0,bigram
investor relations,0.0,0.0,0.023822,0.0,bigram
job,0.0,0.022414,0.0,0.0,unigram
ise,0.0,0.01371,0.0,0.0,unigram
judgement,0.0,0.010539,0.008048,0.0,unigram
landscape continues,0.0,0.012657,0.0,0.0,bigram
external events,0.0,0.005889,0.008919,0.0,bigram
featuring,0.0,0.005889,0.006097,0.0,unigram
fast evolving,0.0,0.021551,0.0,0.0,bigram
financ,0.0,0.006176,0.014077,0.0,unigram
financial year,0.0,0.011625,0.016503,0.0,bigram
flexible,0.0,0.026175,0.0,0.0,unigram
fit,0.0,0.021445,0.0,0.0,unigram
launching new,0.0,0.011129,0.009504,0.0,bigram
launch new,0.0,0.005889,0.0,0.063859,bigram
latest,0.0,0.005889,0.008277,0.0,unigram
spaces,0.0,0.012657,0.0,0.0,unigram
leadership team,0.0,0.022414,0.0,0.0,bigram
leveraging benefits,0.0,0.012636,0.0,0.0,bigram
leverage automation,0.0,0.01168,0.0,0.0,bigram
line ai,0.0,0.006845,0.006097,0.0,bigram
limits,0.0,0.006845,0.008919,0.0,unigram
location,0.0,0.012657,0.0,0.0,unigram
exceptionally,0.0,0.012733,0.0,0.0,unigram
experienced,0.0,0.005889,0.009504,0.0,unigram
experience customer,0.0,0.006845,0.008277,0.0,bigram
extend gratitude,0.0,0.01168,0.0,0.0,bigram
experts,0.0,0.012754,0.0,0.0,unigram
facing teams,0.0,0.005889,0.007864,0.0,bigram
extreme weather,0.0,0.006866,0.006097,0.0,bigram
extreme,0.0,0.006866,0.006097,0.0,unigram
ensu,0.0,0.005791,0.009504,0.0,unigram
systems external,0.0,0.005889,0.0,0.069255,bigram
entirely new,0.0,0.012657,0.0,0.0,bigram
entirely,0.0,0.012657,0.0,0.0,unigram
equality,0.0,0.0,0.016005,0.0,unigram
equal opportunities,0.0,0.011129,0.007864,0.0,bigram
equal,0.0,0.018995,0.018076,0.0,unigram
estimates assessing,0.0,0.005889,0.007864,0.0,bigram
eva,0.0,0.012754,0.0,0.0,unigram
emergence new,0.0,0.011129,0.008277,0.0,bigram
emergence,0.0,0.020533,0.006842,0.0,unigram
ement,0.0,0.0,0.007864,0.037716,unigram
tax planning,0.0,0.006845,0.008919,0.0,bigram
empowered,0.0,0.011509,0.007346,0.0,unigram
employer,0.0,0.006866,0.009504,0.0,unigram
ended december,0.0,0.005791,0.007864,0.0,bigram
encourages,0.0,0.006866,0.008141,0.0,unigram
enabler growth,0.0,0.0,0.016418,0.0,bigram
engine,0.0,0.012733,0.0,0.0,unigram
enhancement,0.0,0.017004,0.015394,0.0,unigram
enhance automation,0.0,0.011129,0.008919,0.0,bigram
ensuring fairness,0.0,0.005889,0.007864,0.0,bigram
low cost,0.0,0.0,0.0156,0.0,bigram
loops,0.0,0.005889,0.008277,0.0,unigram
longer term,0.0,0.01738,0.0,0.0,bigram
longer,0.0,0.01738,0.0,0.0,unigram
solutions evolving,0.0,0.017995,0.0,0.0,bigram
solutions ai,0.0,0.006866,0.007864,0.0,bigram
social engineering,0.0,0.021559,0.0,0.0,bigram
smarter,0.0,0.015762,0.0,0.0,unigram
macro,0.0,0.005314,0.013549,0.0,unigram
management committee,0.0,0.006866,0.008919,0.0,bigram
earnings share,0.0,0.018455,0.0,0.0,bigram
dual,0.0,0.012754,0.0,0.0,unigram
driver,0.0,0.012636,0.0,0.0,unigram
technology committee,0.0,0.005889,0.008919,0.0,bigram
technologies generative,0.0,0.01371,0.0,0.0,bigram
efficiencies business,0.0,0.006845,0.009504,0.0,bigram
effectively managing,0.0,0.005791,0.015958,0.0,bigram
embrace,0.0,0.005889,0.008141,0.0,unigram
eligibility,0.0,0.012657,0.0,0.0,unigram
elevated,0.0,0.0,0.0156,0.0,unigram
empathy,0.0,0.01168,0.0,0.0,unigram
malware,0.0,0.01168,0.0,0.0,unigram
skills including,0.0,0.012636,0.0,0.0,bigram
manual processes,0.0,0.0,0.016782,0.0,bigram
marketplace,0.0,0.017416,0.0,0.0,unigram
intelligence genai,0.0,0.014409,0.009504,0.0,bigram
grown,0.0,0.018469,0.0,0.0,unigram
group seeks,0.0,0.011129,0.006097,0.0,bigram
streamline operations,0.0,0.006866,0.006097,0.0,bigram
strategy execution,0.0,0.005889,0.008141,0.0,bigram
strategy dedicated,0.0,0.005889,0.006097,0.0,bigram
happens,0.0,0.0,0.024235,0.0,unigram
hedging,0.0,0.0,0.021713,0.0,unigram
heavily,0.0,0.006866,0.008277,0.0,unigram
hire,0.0,0.01168,0.0,0.0,unigram
hires,0.0,0.005791,0.008277,0.0,unigram
genai enhance,0.0,0.006866,0.009504,0.0,bigram
genai adoption,0.0,0.012636,0.0,0.0,bigram
maturing,0.0,0.0,0.015015,0.0,unigram
material controls,0.0,0.005889,0.007864,0.0,bigram
measured,0.0,0.009806,0.008919,0.0,unigram
digital growth,0.0,0.012657,0.0,0.0,bigram
technology usage,0.0,0.005889,0.008277,0.0,bigram
director remuneration,0.0,0.020935,0.0,0.0,bigram
diversity equity,0.0,0.005889,0.009504,0.0,bigram
driven efficiency,0.0,0.005889,0.007864,0.0,bigram
drive efficiencies,0.0,0.006845,0.009504,0.0,bigram
means customers,0.0,0.0,0.017781,0.0,bigram
singapore,0.0,0.02865,0.0,0.0,unigram
siness,0.0,0.005791,0.008277,0.0,unigram
mindful,0.0,0.005889,0.006097,0.0,unigram
misinformation,0.0,0.012636,0.0,0.0,unigram
model work,0.0,0.006866,0.008141,0.0,bigram
monitor customer,0.0,0.006845,0.009504,0.0,bigram
degree,0.0,0.005791,0.008919,0.0,unigram
threats including,0.0,0.005889,0.006097,0.0,bigram
threaten,0.0,0.012636,0.0,0.0,unigram
themes,0.0,0.008848,0.012847,0.0,unigram
tha,0.0,0.017685,0.0,0.0,unigram
tests conducted,0.0,0.005791,0.008277,0.0,bigram
tests,0.0,0.015268,0.007469,0.0,unigram
demands,0.0,0.016672,0.0,0.0,unigram
determined principal,0.0,0.005314,0.014442,0.0,bigram
development programmes,0.0,0.017995,0.0,0.0,bigram
data systems,0.0,0.01168,0.0,0.0,bigram
data security,0.0,0.012754,0.0,0.0,bigram
thrive,0.0,0.012754,0.0,0.0,unigram
deferred awards,0.0,0.006845,0.009504,0.0,bigram
dedicated team,0.0,0.016921,0.0,0.0,bigram
delivered strong,0.0,0.011509,0.005501,0.0,bigram
deliver greater,0.0,0.010539,0.0,0.100258,bigram
deliver customers,0.0,0.012733,0.0,0.0,bigram
deliver better,0.0,0.006845,0.008277,0.0,bigram
shows,0.0,0.005791,0.007864,0.0,unigram
near,0.0,0.020582,0.0,0.0,unigram
new services,0.0,0.011129,0.0,0.037716,bigram
new rapidly,0.0,0.018455,0.0,0.0,bigram
new product,0.0,0.012754,0.0,0.0,bigram
new innovative,0.0,0.012371,0.0,0.034033,bigram
new customers,0.0,0.01371,0.0,0.0,bigram
obtained,0.0,0.005314,0.008048,0.034033,unigram
number employees,0.0,0.0,0.017368,0.0,bigram
continuously monitor,0.0,0.00997,0.006097,0.0,bigram
controls determined,0.0,0.0,0.016005,0.0,bigram
create value,0.0,0.009806,0.007864,0.0,bigram
crisis,0.0,0.01738,0.0,0.0,unigram
culture ai,0.0,0.012733,0.0,0.0,bigram
customer support,0.0,0.011129,0.014014,0.0,bigram
adviser,0.0,0.005658,0.032441,0.0,unigram
daily operations,0.0,0.01168,0.0,0.0,bigram
confidently,0.0,0.016672,0.0,0.0,unigram
conducted audit,0.0,0.005889,0.008141,0.0,bigram
transformation agenda,0.0,0.012636,0.0,0.0,bigram
constant,0.0,0.01371,0.0,0.0,unigram
considered group,0.0,0.0,0.016005,0.0,bigram
reporting committee,0.0,0.011129,0.008919,0.0,bigram
consumers,0.0,0.028294,0.0,0.034033,unigram
consumer business,0.0,0.006866,0.006097,0.0,bigram
continuity,0.0,0.005791,0.008277,0.0,unigram
continues evolve,0.0,0.012657,0.0,0.0,bigram
contract,0.0,0.0,0.026091,0.0,unigram
offshoring,0.0,0.018469,0.0,0.0,unigram
shareholding requirements,0.0,0.006845,0.007864,0.0,bigram
shareholder,0.0,0.010543,0.015228,0.0,unigram
share buyback,0.0,0.005889,0.0,0.063859,bigram
operating models,0.0,0.005791,0.006097,0.0,bigram
os,0.0,0.0,0.019427,0.069255,unigram
origination,0.0,0.012636,0.0,0.0,unigram
optimised,0.0,0.011402,0.007469,0.0,unigram
overall capital,0.0,0.0,0.007864,0.037716,bigram
committee monitor,0.0,0.005889,0.008919,0.0,bigram
committee board,0.0,0.010543,0.015228,0.0,bigram
truly,0.0,0.0,0.014374,0.0,unigram
trillion,0.0,0.01371,0.0,0.0,unigram
transitioned,0.0,0.016815,0.0,0.0,unigram
communities technology,0.0,0.005791,0.007864,0.0,bigram
communicate,0.0,0.005889,0.0,0.037716,unigram
competitive landscape,0.0,0.017995,0.0,0.0,bigram
compliance functions,0.0,0.005791,0.008919,0.0,bigram
computing threaten,0.0,0.012636,0.0,0.0,bigram
partnering,0.0,0.012636,0.0,0.0,unigram
services financial,0.0,0.006866,0.008277,0.0,bigram
people systems,0.0,0.005889,0.008919,0.0,bigram
personalised support,0.0,0.012754,0.0,0.0,bigram
place work,0.0,0.005791,0.009504,0.0,bigram
pivotal,0.0,0.015762,0.0,0.0,unigram
platform business,0.0,0.006866,0.009504,0.0,bigram
positively,0.0,0.005791,0.006097,0.0,unigram
champion,0.0,0.016652,0.007096,0.0,unigram
ultimately,0.0,0.005791,0.007864,0.0,unigram
choose,0.0,0.006845,0.009504,0.0,unigram
coaching tool,0.0,0.015694,0.0,0.0,bigram
coach,0.0,0.017513,0.0,0.0,unigram
series,0.0,0.01168,0.0,0.0,unigram
senior leader,0.0,0.012657,0.0,0.0,bigram
powered coaching,0.0,0.01168,0.0,0.0,bigram
impact business,0.0,0.012657,0.0,0.0,bigram
implementing automation,0.0,0.0,0.017781,0.0,bigram
working environment,0.0,0.005791,0.006097,0.0,bigram
including relating,0.0,0.017513,0.0,0.0,bigram
stakeholder groups,0.0,0.005791,0.008919,0.0,bigram
incorporation ai,0.0,0.011129,0.008919,0.0,bigram
incorporated,0.0,0.014364,0.007864,0.0,unigram
infrastructure ai,0.0,0.0,0.016782,0.0,bigram
initiatives support,0.0,0.017995,0.0,0.0,bigram
ing,0.0,0.0,0.007864,0.069255,unigram
instantly,0.0,0.012754,0.0,0.0,unigram
innovative products,0.0,0.010043,0.007346,0.034033,bigram
potential reshape,0.0,0.0,0.007864,0.069255,bigram
whistleblowing,0.0,0.006866,0.007864,0.0,unigram
understands,0.0,0.01168,0.0,0.0,unigram
understanding ai,0.0,0.01371,0.0,0.0,bigram
central culture,0.0,0.011129,0.009504,0.0,bigram
cent,0.0,0.028319,0.0,0.0,unigram
